y1,y0,d,outcome
.44124329,1.34374,0,1.34374
2.1651647,.32451153,1,2.1651647
1.7827535,.22144972,1,1.7827535
1.0566258,.60295784,0,.60295784
.19134212,.3489396,0,.3489396
2.8658419,-.54268092,1,2.8658419
.37890694,-.32739043,1,.37890694
1.2437109,-1.1096312,1,1.2437109
.55554014,.35133907,0,.35133907
1.0199606,-.28404349,0,-.28404349
.42549843,.24594131,0,.24594131
2.2395692,.12641373,1,2.2395692
1.2696906,-1.3281705,1,1.2696906
1.0803146,1.8596487,0,1.8596487
2.073108,-.42285487,1,2.073108
2.4798331,.85611284,0,.85611284
.96354139,1.1708459,0,1.1708459
1.7084461,.12568507,0,.12568507
1.9618038,-.6309759,1,1.9618038
1.3834331,-.34400463,1,1.3834331
1.5493885,-2.0808027,1,1.5493885
1.7743143,.69007367,0,.69007367
2.7688234,.49263051,0,.49263051
-.078567117,.023500547,0,.023500547
2.0634186,1.3166465,0,1.3166465
1.5151744,1.1100695,0,1.1100695
1.3374335,-.66412187,1,1.3374335
1.4578739,1.5379649,0,1.5379649
-.29275283,2.0193152,0,2.0193152
1.8889984,-1.2776555,1,1.8889984
3.025768,.56830001,0,.56830001
-.032749675,-.0076245856,0,-.0076245856
.35869926,-1.0322742,1,.35869926
.048326418,-.80605578,1,.048326418
1.6446182,.56425363,0,.56425363
.51959592,-1.0554005,1,.51959592
3.694581,.069383189,1,3.694581
.38156658,-.10836935,1,.38156658
1.6634964,1.3197477,0,1.3197477
2.0504856,-1.1878097,1,2.0504856
1.5357356,-1.3331125,1,1.5357356
.49642572,-.44038913,0,-.44038913
2.0397725,1.2204599,0,1.2204599
2.0413024,-2.7677991,1,2.0413024
1.4217584,.13827863,0,.13827863
1.3005524,-1.9584843,1,1.3005524
1.421556,.14348495,0,.14348495
.95466024,-.99634981,1,.95466024
2.6663706,-.42024547,1,2.6663706
1.8622113,-.26775593,0,-.26775593
1.5453151,1.9123458,0,1.9123458
1.6260561,.96525002,0,.96525002
.83639503,-1.0919425,1,.83639503
2.6285505,.55627167,1,2.6285505
1.7717372,.3818014,0,.3818014
.34354129,-.80605221,1,.34354129
1.5826271,-2.0179503,1,1.5826271
.67140865,.85131669,0,.85131669
.92454821,.043013707,0,.043013707
.55762458,.14591169,0,.14591169
2.3607779,1.1020112,0,1.1020112
.069821328,-.3541362,0,-.3541362
1.9543982,.82767063,0,.82767063
1.8219154,1.5932908,0,1.5932908
.8263436,1.5973833,0,1.5973833
1.6162379,.24313977,0,.24313977
1.9476513,-.3588196,1,1.9476513
2.1444802,-.54531604,0,-.54531604
-.027552802,.42650878,0,.42650878
2.2892044,2.2002208,0,2.2002208
1.8995618,.53266323,0,.53266323
.55250597,.49225828,0,.49225828
3.0461338,.99086273,0,.99086273
1.413893,1.6493381,0,1.6493381
.61216122,-1.4263407,1,.61216122
3.6509736,-1.4084626,1,3.6509736
2.2965484,-1.0419494,1,2.2965484
1.0237788,.62581837,0,.62581837
1.7142169,.087103069,0,.087103069
.81150061,.5960539,0,.5960539
.87561673,.70283085,0,.70283085
2.2784648,-.13587959,1,2.2784648
.79089844,.8570357,0,.8570357
1.0935674,-.80248368,1,1.0935674
1.1623281,1.8531568,0,1.8531568
1.6875813,1.3516341,0,1.3516341
2.2007926,-1.0593644,1,2.2007926
1.5821142,.31891701,0,.31891701
2.3837447,.33649787,1,2.3837447
2.7605798,-.3558217,1,2.7605798
.55421984,.42604953,0,.42604953
.47000378,.61420411,0,.61420411
.87210995,1.6991283,0,1.6991283
1.5693681,-.13143101,0,-.13143101
2.4075692,.20532146,0,.20532146
-.58818585,-2.6242731,1,-.58818585
2.620225,.34658152,0,.34658152
.5486002,.20428877,0,.20428877
1.1618294,-1.6066813,1,1.1618294
1.6889378,.096839763,1,1.6889378
1.4576051,.03708569,0,.03708569
2.4083848,-.78193116,1,2.4083848
1.7386994,-.1766502,1,1.7386994
2.9020302,-1.5159652,1,2.9020302
2.6738315,.074812047,1,2.6738315
2.0576301,.15371749,1,2.0576301
.93402034,1.1459874,0,1.1459874
2.4969807,.27572647,0,.27572647
1.2923207,-1.8073674,1,1.2923207
1.7153646,.39469829,0,.39469829
2.8196359,.52962548,0,.52962548
1.9006565,1.5726515,0,1.5726515
-1.5880566,-1.4269098,1,-1.5880566
1.3045753,.24362262,0,.24362262
.56542718,1.4037223,0,1.4037223
2.9793432,-.068311758,1,2.9793432
.43517545,.36406761,0,.36406761
1.2531778,1.3922464,0,1.3922464
-.51738119,.3997499,0,.3997499
2.3024802,1.2827623,0,1.2827623
1.4739779,-1.2777102,1,1.4739779
2.6980023,1.2077441,0,1.2077441
1.3158942,-.27217427,0,-.27217427
1.462903,2.3982048,0,2.3982048
1.8607705,-.71120399,1,1.8607705
.043280501,-.33352679,0,-.33352679
2.1095259,-.18359657,1,2.1095259
1.1206847,.58864641,0,.58864641
1.5621347,-.71216446,1,1.5621347
2.1846676,-.45222542,1,2.1846676
.77677929,.09171892,0,.09171892
1.5106148,2.28052,0,2.28052
1.8375212,-1.0746181,1,1.8375212
2.7930925,-.46071848,1,2.7930925
2.4377699,.27215666,1,2.4377699
-.98566729,.32147938,0,.32147938
.22246036,1.3234391,0,1.3234391
1.3911177,.87927228,0,.87927228
.34888098,-1.0218129,1,.34888098
1.3175379,-.31458363,1,1.3175379
1.3194733,-.66006392,1,1.3194733
1.071028,-.92306399,1,1.071028
.74517888,2.2736306,0,2.2736306
-.11406891,-.57745123,1,-.11406891
1.5833595,-.28592083,1,1.5833595
1.801015,1.1255749,0,1.1255749
1.2625699,-.047419801,0,-.047419801
3.0159554,1.4702237,0,1.4702237
.58135426,-.3302924,1,.58135426
.9777112,.29253459,0,.29253459
-.35558268,.27351031,0,.27351031
.19440119,.21823896,0,.21823896
.072933257,1.5015092,0,1.5015092
2.6438847,-.0021061022,1,2.6438847
2.361505,-.01018407,0,-.01018407
1.9616086,-.57214427,1,1.9616086
3.3215899,-1.1820287,1,3.3215899
.83986062,-1.0107049,1,.83986062
.60188311,.26594731,0,.26594731
1.4509001,.41583732,0,.41583732
1.6695336,.34596974,0,.34596974
.13142511,.63740188,0,.63740188
1.8922206,.79152364,0,.79152364
-.42301455,-.34219193,0,-.34219193
.93332547,.21266668,0,.21266668
3.4092455,-.042334531,1,3.4092455
2.0501664,-1.6553826,1,2.0501664
2.5691438,-.24962656,1,2.5691438
1.5806625,.77223033,0,.77223033
1.7573825,-1.9501963,1,1.7573825
1.2837794,-1.5058897,1,1.2837794
1.2402796,1.0146575,0,1.0146575
.71481454,2.7013695,0,2.7013695
3.2275388,-.44075787,1,3.2275388
.64411443,-.066577815,0,-.066577815
.34931901,-.81619525,0,-.81619525
-.096882604,.98738945,0,.98738945
2.2196474,.30256498,0,.30256498
.88209128,2.035965,0,2.035965
2.2144184,-.092019476,0,-.092019476
1.8154904,-1.0587394,1,1.8154904
2.4743743,.70888048,0,.70888048
2.4114788,1.3276826,0,1.3276826
2.3028836,.7030887,0,.7030887
.10369623,1.1277063,0,1.1277063
.50604278,-.84111083,1,.50604278
1.7684394,1.2038739,0,1.2038739
.95942777,1.7024046,0,1.7024046
3.5907273,.46145633,0,.46145633
2.3965344,-.55925739,1,2.3965344
1.9147434,.50760406,0,.50760406
.86329919,.15478462,0,.15478462
.19289719,.60162652,0,.60162652
2.1518047,.043951988,1,2.1518047
-.47768196,-.65323007,1,-.47768196
1.2606684,-1.6454092,1,1.2606684
3.1225743,1.6881249,0,1.6881249
1.7279195,-1.5269901,1,1.7279195
1.3651755,.88122314,0,.88122314
.53183931,.75375533,0,.75375533
.56093919,-.97367132,1,.56093919
2.3581846,-1.3792499,1,2.3581846
1.1331537,-.92862123,1,1.1331537
2.238785,-1.4856606,1,2.238785
1.948768,-.55396354,1,1.948768
3.0829973,-1.5378962,1,3.0829973
.75019389,-.63919079,1,.75019389
2.3139346,.78981084,1,2.3139346
.38321757,.18698581,0,.18698581
2.4783866,-1.8283465,1,2.4783866
.23884238,-.557392,0,-.557392
.79713064,-.16672818,0,-.16672818
3.2625539,2.8168314,0,2.8168314
1.2516433,1.562783,0,1.562783
.52998126,.56733871,0,.56733871
1.7090386,1.3707452,0,1.3707452
.85916686,.58772266,0,.58772266
1.8706861,-.68542707,1,1.8706861
3.7851455,-.43073532,1,3.7851455
2.8318794,.0057079731,1,2.8318794
.63150632,-.72255927,1,.63150632
-.044385161,-.99124956,1,-.044385161
2.2445138,-.96311885,1,2.2445138
2.8734996,.23944587,1,2.8734996
1.4408025,.26128834,0,.26128834
1.656504,.091101535,1,1.656504
.44922981,.94119048,0,.94119048
-.42539793,.29175761,0,.29175761
.24343945,-.14616591,0,-.14616591
1.2213308,-.6770004,0,-.6770004
2.7520413,1.1724392,0,1.1724392
.9479748,-1.0570288,1,.9479748
.92557448,-1.1040218,1,.92557448
.88351011,-.9251247,1,.88351011
.82224035,.62887478,0,.62887478
2.8523638,1.1773782,0,1.1773782
2.8997335,-.045073684,1,2.8997335
1.1019683,1.3338432,0,1.3338432
3.1083024,.041355219,1,3.1083024
1.3966819,-.20882212,1,1.3966819
1.4911823,-.75887865,1,1.4911823
2.7531526,.43444231,0,.43444231
2.1923664,-.57039154,1,2.1923664
1.0299888,1.433342,0,1.433342
1.3941877,-.65461558,1,1.3941877
2.346149,-.014574511,1,2.346149
-.21573164,.8250137,0,.8250137
2.3706503,-.82323819,1,2.3706503
1.5297962,-.66933662,1,1.5297962
-.93041837,-1.0506101,0,-1.0506101
2.9628494,-.68557709,1,2.9628494
.92361301,-.31544882,0,-.31544882
2.5731974,.54937911,1,2.5731974
.7525121,.1468644,0,.1468644
.15652852,-.58372539,0,-.58372539
2.4453235,.49990329,0,.49990329
1.247286,.31335631,1,1.247286
1.2775525,-1.1413761,1,1.2775525
-.27034691,1.3387305,0,1.3387305
1.2207056,.46932125,0,.46932125
1.301755,-.064584017,0,-.064584017
1.3131801,-.61867738,1,1.3131801
2.0477216,.44467685,0,.44467685
2.8198936,-.1006441,0,-.1006441
2.4307487,1.2115338,0,1.2115338
1.7693183,-.17172305,0,-.17172305
4.5288577,-1.2526515,1,4.5288577
1.8387915,2.5479672,0,2.5479672
1.4922701,-.43453184,1,1.4922701
.91175771,.12059933,0,.12059933
1.2343469,.42420977,0,.42420977
2.199178,.49827364,0,.49827364
2.4714551,-.088652164,0,-.088652164
1.5851529,2.4280853,0,2.4280853
1.4464841,1.145472,0,1.145472
1.9421318,1.945019,0,1.945019
3.2846611,.63879389,0,.63879389
1.1055039,.83188385,0,.83188385
2.3134918,2.0456309,0,2.0456309
.16590139,.4205001,0,.4205001
.57758099,.8728677,0,.8728677
2.9470279,.54877037,1,2.9470279
2.4663901,.32770926,0,.32770926
1.9634602,-.096622773,1,1.9634602
1.2165918,.30192813,0,.30192813
.52512878,-.15161158,0,-.15161158
2.1996522,-1.986572,1,2.1996522
1.8001812,-.69469941,1,1.8001812
-1.0704581,-.14060842,0,-.14060842
1.4849954,-.073162287,1,1.4849954
3.4287989,-1.1032783,1,3.4287989
1.7523364,-.35514522,1,1.7523364
1.3282548,-1.0292319,1,1.3282548
.66374737,.61028123,0,.61028123
1.4924039,-.14735286,0,-.14735286
1.0943018,-.42772174,1,1.0943018
1.4744129,.83653677,0,.83653677
1.6616825,.012600656,0,.012600656
-.27546972,-1.7245885,1,-.27546972
1.8376262,.78163117,0,.78163117
1.2350162,.68780535,0,.68780535
1.3451083,.12576571,0,.12576571
1.6720847,-1.0083249,1,1.6720847
2.8252478,-.42223731,1,2.8252478
.16615416,-.28124332,0,-.28124332
1.5746794,1.7440999,0,1.7440999
1.3519228,-1.9675493,1,1.3519228
-.37833577,.69064379,0,.69064379
-.40219852,.75591409,0,.75591409
.80416954,1.5126615,0,1.5126615
1.529322,-.33851615,0,-.33851615
.13207766,.21452661,0,.21452661
1.9927561,-2.072736,1,1.9927561
2.5579998,1.159358,0,1.159358
-.71988255,.52481407,0,.52481407
1.6734412,1.3994522,0,1.3994522
1.1152174,-.80553472,1,1.1152174
1.7339669,.17560273,0,.17560273
.40245444,.074339144,0,.074339144
1.8162652,-1.1568127,1,1.8162652
2.3349125,-.6695323,1,2.3349125
3.5786805,-.7810269,1,3.5786805
.97762316,-1.7117931,1,.97762316
-.4188334,-.21882476,1,-.4188334
-.61944461,.62772441,0,.62772441
2.1812274,.26043236,0,.26043236
1.9129314,-.40333131,0,-.40333131
2.3688059,-.59166574,1,2.3688059
1.3059697,-.88771415,1,1.3059697
1.1764385,.10017676,0,.10017676
2.3526688,-.41882882,1,2.3526688
1.9486498,-2.5110254,1,1.9486498
2.5390189,.29816797,0,.29816797
3.2499659,.79400313,0,.79400313
1.4460052,.27985004,0,.27985004
.58982211,-.25035,1,.58982211
2.3502142,-.91211009,1,2.3502142
.14357059,-.099650972,0,-.099650972
.09745153,.2993921,0,.2993921
1.0091091,-.60112667,1,1.0091091
1.3167051,-.47497389,1,1.3167051
.10193927,-.30300173,0,-.30300173
2.8984764,1.3677572,0,1.3677572
2.5404165,-1.6797131,1,2.5404165
1.2264801,-.60607558,1,1.2264801
1.8983773,-.59938848,1,1.8983773
2.7221873,-1.4033457,1,2.7221873
1.5037715,2.0250702,0,2.0250702
.61270279,-.19916515,0,-.19916515
.96061522,-.97739542,1,.96061522
1.9820328,-2.6525278,1,1.9820328
2.1343093,-.54734117,1,2.1343093
1.357283,-.63641185,1,1.357283
2.2304981,.75688308,0,.75688308
1.8975571,-.075854376,1,1.8975571
1.3968368,-1.1304667,1,1.3968368
1.4326663,.91250813,0,.91250813
.87052846,.58084053,0,.58084053
3.1287224,.14871231,1,3.1287224
2.9212446,-1.3525225,1,2.9212446
1.3522531,-.014365811,0,-.014365811
3.2932436,-.38136071,1,3.2932436
1.7847735,.067113623,1,1.7847735
1.8803588,.54666269,0,.54666269
.64666575,1.4662944,0,1.4662944
.79119021,-1.0300658,1,.79119021
2.7585397,-.37957951,1,2.7585397
1.4015374,.22747721,0,.22747721
1.5441864,.23706833,0,.23706833
1.448085,.94461364,0,.94461364
2.1484787,.8048991,0,.8048991
2.4981887,.85531539,0,.85531539
1.5195694,1.0546476,0,1.0546476
1.0717683,-.069207028,0,-.069207028
2.2407768,1.1848588,0,1.1848588
2.8073721,.94990587,0,.94990587
.56584525,.39736021,0,.39736021
3.1428246,-.10625103,1,3.1428246
.97892308,.47676834,0,.47676834
2.1786239,-1.9603426,1,2.1786239
.9259389,1.2006507,0,1.2006507
2.2507508,-.39757311,1,2.2507508
.87854141,-.24836083,0,-.24836083
1.127973,-.21712822,1,1.127973
.37275484,-.75767314,1,.37275484
2.1891885,-.21639289,1,2.1891885
.77893513,-.46297857,0,-.46297857
2.3427711,-.75198895,1,2.3427711
.49588707,-.93186563,1,.49588707
2.9985766,.70021099,0,.70021099
3.0316539,.46282586,0,.46282586
1.8098555,1.1109948,0,1.1109948
1.4417645,1.3468646,0,1.3468646
1.3951715,-.94935203,1,1.3951715
-.84695148,1.7514155,0,1.7514155
.74559498,.77878493,0,.77878493
1.9330461,-.42493466,1,1.9330461
.24645783,.31212032,0,.31212032
-.1036728,.30460307,0,.30460307
.66455173,.4198837,0,.4198837
2.6187298,1.1404248,0,1.1404248
1.7343556,1.6861007,0,1.6861007
-.26737431,1.1020957,0,1.1020957
1.0560246,-.17020039,0,-.17020039
4.062603,.45636159,1,4.062603
3.1906116,-1.6545442,1,3.1906116
2.5736146,-1.5687129,1,2.5736146
-.85657692,-.47085485,0,-.47085485
3.7923143,.10211581,1,3.7923143
2.5899906,.94389093,0,.94389093
-1.944118,.82545513,0,.82545513
2.2030554,.20919758,1,2.2030554
1.4139761,-.8040666,1,1.4139761
1.9030106,-1.5625752,1,1.9030106
.60015565,1.3092543,0,1.3092543
1.8650098,1.1929346,0,1.1929346
1.3937061,2.0594668,0,2.0594668
.017275164,.23907265,0,.23907265
1.9268434,-.46280602,1,1.9268434
.1286436,-.57072717,0,-.57072717
2.7478123,.67379326,0,.67379326
1.2390178,-.093059607,0,-.093059607
4.0846,.96739602,0,.96739602
1.9035015,.81751645,0,.81751645
.70035678,1.4332404,0,1.4332404
.45901796,-.28197822,0,-.28197822
2.0549119,-.96070033,1,2.0549119
2.3563733,-.57405812,1,2.3563733
1.0721236,-1.4480386,1,1.0721236
1.2041477,-1.5483673,1,1.2041477
.35261273,-.6793524,1,.35261273
4.4174457,1.0438863,0,1.0438863
2.4048858,-.092203386,0,-.092203386
2.6856802,.21826707,1,2.6856802
1.4405153,.17957468,0,.17957468
.87193531,-.28972855,1,.87193531
3.6163449,-.95851415,1,3.6163449
-.0022670447,.7412858,0,.7412858
.90059584,.20296338,0,.20296338
2.9178123,1.0271531,0,1.0271531
2.291399,-.21966346,1,2.291399
3.922945,1.2787973,0,1.2787973
1.0766255,-1.6983013,1,1.0766255
-.15952538,.46173233,0,.46173233
1.5193336,-1.5357226,1,1.5193336
1.0750538,-.94608295,1,1.0750538
3.9492133,-.16014397,1,3.9492133
1.1152322,-1.623215,1,1.1152322
1.868636,1.6138823,0,1.6138823
1.2596776,-.012073081,0,-.012073081
1.3294206,1.0193739,0,1.0193739
.39366028,1.5681174,0,1.5681174
.25493187,-.32629889,0,-.32629889
.19863477,-1.8761084,1,.19863477
-.95297676,-.35834503,1,-.95297676
.85015285,-.64617777,0,-.64617777
2.9178751,.21714061,0,.21714061
.23469914,1.0339063,0,1.0339063
1.3516806,-1.0306104,1,1.3516806
2.7802608,-.59150654,1,2.7802608
1.8557335,.74652189,0,.74652189
1.8153862,-.66674745,1,1.8153862
.77249599,-1.3009274,1,.77249599
2.3374352,.60734844,0,.60734844
1.3344419,.72185314,0,.72185314
1.4751892,.81401128,0,.81401128
1.3373811,1.133737,0,1.133737
.61713558,.40865973,0,.40865973
1.60368,-1.1953357,1,1.60368
.45526758,-.42175943,0,-.42175943
2.871685,.5766573,0,.5766573
1.7324115,.83328533,0,.83328533
2.8672519,1.9193414,0,1.9193414
2.4446723,-.64166915,1,2.4446723
.40155855,-.67112875,0,-.67112875
2.566359,-.32553136,1,2.566359
2.283833,.3803528,0,.3803528
1.8877152,-.0033839734,0,-.0033839734
2.5188608,.52955937,0,.52955937
1.7202404,-1.5552737,1,1.7202404
1.6933281,-.24369606,1,1.6933281
2.2807338,1.4491569,0,1.4491569
1.3574742,.85426521,0,.85426521
.61125427,1.1146737,0,1.1146737
1.5948287,-1.3502711,1,1.5948287
1.3121235,-1.7384006,1,1.3121235
.21687657,-.74968243,1,.21687657
.65178245,.76994425,0,.76994425
-.09777768,.24201553,0,.24201553
2.1668839,.13090259,0,.13090259
2.1087048,-.43368158,1,2.1087048
1.3927037,-1.2328882,1,1.3927037
2.7788267,-1.2056632,1,2.7788267
1.0478603,.13145326,0,.13145326
.88475645,-.22309802,1,.88475645
.22467405,1.2917531,0,1.2917531
-.12888625,-.73412466,0,-.73412466
.37292224,-.7407909,0,-.7407909
-.3792668,-.35304695,0,-.35304695
-.67139852,1.0511361,0,1.0511361
1.4365244,.60795552,0,.60795552
.012432131,-.85425198,1,.012432131
.66164833,.51431626,0,.51431626
1.9729029,2.1259015,0,2.1259015
1.4825871,1.0339357,0,1.0339357
1.521511,.82179809,0,.82179809
-.54829139,-.00030511583,0,-.00030511583
-.27814099,.57174671,0,.57174671
1.6569182,.41735741,0,.41735741
.78583133,-.90517247,1,.78583133
.96741259,2.4007235,0,2.4007235
.8231225,.099065296,0,.099065296
-.61979705,.58620536,0,.58620536
2.38065,-1.2611563,1,2.38065
1.3493108,-.84983844,1,1.3493108
1.0120159,.030778959,0,.030778959
1.2897016,-.78071284,1,1.2897016
.76251411,1.9460672,0,1.9460672
2.9566376,-.81502247,1,2.9566376
1.4725353,1.897016,0,1.897016
.83878845,-.41930237,1,.83878845
1.4324428,.4293074,0,.4293074
2.1729991,1.018417,1,2.1729991
.25478908,-.091142215,0,-.091142215
-.44801643,-.047401756,0,-.047401756
1.2358493,.15913929,0,.15913929
2.0495591,1.4440346,0,1.4440346
1.6048806,1.4083169,0,1.4083169
1.7085692,.74910766,0,.74910766
1.3344867,-1.450676,1,1.3344867
.45638514,-.71666336,1,.45638514
1.5987549,.28807202,0,.28807202
2.0002861,.21683094,0,.21683094
1.1910831,-1.5608805,1,1.1910831
1.6615543,-1.3639826,1,1.6615543
-.20266289,-1.0015864,0,-1.0015864
.9850269,-.44328526,0,-.44328526
2.3776994,.36294162,1,2.3776994
2.1662574,.2189973,0,.2189973
1.0376951,.7918638,0,.7918638
.29403374,.20573349,0,.20573349
.58015084,-.18052909,0,-.18052909
1.793965,-1.1554852,1,1.793965
1.8373525,-1.2256411,1,1.8373525
1.3849418,-.058307324,0,-.058307324
3.0305059,1.4537325,0,1.4537325
2.3225486,-1.2647696,1,2.3225486
2.3906615,-1.5588619,1,2.3906615
2.2224631,-.61587512,1,2.2224631
1.3800615,-.098129176,0,-.098129176
1.9002082,1.0021478,0,1.0021478
2.0003347,1.1164501,0,1.1164501
3.8414366,.8768388,1,3.8414366
.18628627,.43516549,0,.43516549
1.7123209,.19216394,0,.19216394
2.2436302,.067612924,0,.067612924
2.3213217,-.48400381,1,2.3213217
1.7494469,-.041191664,0,-.041191664
1.2858357,.23290356,0,.23290356
2.3214252,-.17276727,1,2.3214252
.38866392,-.40417492,1,.38866392
.91367483,.31070098,0,.31070098
2.0404937,-2.4788995,1,2.0404937
.69558102,-.13161431,0,-.13161431
-.047414064,.28225058,0,.28225058
1.1044894,-.28658888,0,-.28658888
.87798613,-.63855183,1,.87798613
1.1247647,-2.2558904,1,1.1247647
3.0691247,.48232231,0,.48232231
1.4103711,-.061594106,0,-.061594106
1.9960372,-1.2856615,1,1.9960372
1.9289805,.61526579,0,.61526579
.91803837,-.36430338,0,-.36430338
-1.1970661,-.053857446,0,-.053857446
.87736154,.20546955,1,.87736154
.4175033,1.0544522,0,1.0544522
1.9652593,-.13339683,1,1.9652593
.57412064,-.98085749,1,.57412064
1.9227736,.23437819,0,.23437819
1.3925103,-.39880696,1,1.3925103
1.0123923,1.2160456,0,1.2160456
.15221287,.74834543,0,.74834543
1.2063129,-1.0102789,1,1.2063129
1.3585212,.11487918,0,.11487918
2.685267,.82811296,0,.82811296
2.6549544,.074467361,0,.074467361
2.222266,.1771722,0,.1771722
2.0682666,.45177522,0,.45177522
1.5374274,-.20291644,1,1.5374274
2.3558397,-1.3549044,1,2.3558397
1.5074204,.76712877,0,.76712877
-.058495272,-.20627889,0,-.20627889
3.1573405,1.8550181,0,1.8550181
.96995777,.7696923,0,.7696923
1.6202868,-.35398307,1,1.6202868
1.5174956,-.92806286,1,1.5174956
2.2921348,-1.096138,1,2.2921348
.1419967,.72087151,0,.72087151
1.9836192,-1.2996083,1,1.9836192
.40015405,-1.3908132,1,.40015405
1.4450394,-.50969762,1,1.4450394
1.4817398,.15512615,0,.15512615
2.3221703,.92497247,0,.92497247
1.6444982,1.9617324,0,1.9617324
1.5818502,-.92444974,1,1.5818502
1.0221436,-.74136913,1,1.0221436
1.1247975,1.9497293,0,1.9497293
.71818674,.34636515,0,.34636515
.38370815,-1.4057349,1,.38370815
3.0412831,-1.6566317,1,3.0412831
1.5972528,-1.6124915,1,1.5972528
1.8006586,.48928121,0,.48928121
-.71993333,.97153866,0,.97153866
1.4600341,-1.6491579,1,1.4600341
2.5669739,-.048819739,1,2.5669739
1.3855909,1.5988828,0,1.5988828
1.9366727,-.47514594,1,1.9366727
1.4011892,.3396025,0,.3396025
1.8355888,.63285077,0,.63285077
1.4449072,1.3491452,0,1.3491452
.20338972,.22296211,0,.22296211
1.7353947,.53502792,0,.53502792
1.9017342,1.2187282,0,1.2187282
3.7033038,-.46924111,1,3.7033038
2.7577682,-1.1441927,1,2.7577682
.45967674,.73719978,0,.73719978
.8618086,.9184764,0,.9184764
.87070757,1.8406953,0,1.8406953
1.9029287,-.66343707,1,1.9029287
-.092840895,1.1074306,0,1.1074306
2.0916712,1.8872478,0,1.8872478
1.5389067,-.2478466,0,-.2478466
2.0122631,.11454884,1,2.0122631
.90402216,-1.1102812,1,.90402216
2.9595675,-.67011523,1,2.9595675
.48766339,.26634645,0,.26634645
1.4346282,-.0054475944,1,1.4346282
2.3427134,.28053334,1,2.3427134
1.3853027,-1.5095438,1,1.3853027
1.6954302,-1.8968388,1,1.6954302
.35274389,.65162462,0,.65162462
1.9116194,-1.3312656,1,1.9116194
.97897577,-.093930207,1,.97897577
2.1855757,1.7069962,0,1.7069962
1.2985693,-.97835094,1,1.2985693
.4645043,2.0341499,0,2.0341499
2.9681911,.21117969,0,.21117969
.73558104,2.7704463,0,2.7704463
2.4633148,-1.1213099,1,2.4633148
.56119561,.12724903,0,.12724903
.42634282,-.36849216,0,-.36849216
2.2510984,.13793939,0,.13793939
1.252701,.34500462,0,.34500462
1.2554702,.061652016,0,.061652016
.94529194,-.40745336,1,.94529194
1.3675196,-.005645141,1,1.3675196
.62878472,.04983443,0,.04983443
-.022926114,.69522113,0,.69522113
1.925776,.066626363,1,1.925776
3.1085637,.30365038,0,.30365038
1.853864,-.24623471,1,1.853864
1.4722339,.54783726,0,.54783726
1.1343794,-1.9014301,1,1.1343794
.78046149,-.34464788,0,-.34464788
1.7097241,1.5310718,0,1.5310718
3.0022719,-.18361746,1,3.0022719
.99359798,1.0998907,0,1.0998907
2.6215889,-.31866506,1,2.6215889
.60382235,.053801663,0,.053801663
-.21246481,.48738986,0,.48738986
3.8703408,.19139642,1,3.8703408
4.4842162,-1.0449277,1,4.4842162
.95558727,1.5779533,0,1.5779533
-.62928408,.12740818,0,.12740818
-.082851008,.59782964,0,.59782964
2.3304219,.35153008,0,.35153008
-.3980433,-.014459652,0,-.014459652
1.7736717,-1.6869009,1,1.7736717
1.0845397,-1.9597437,1,1.0845397
-.17212462,.25777623,0,.25777623
2.6236041,1.876227,0,1.876227
1.7523371,1.1904364,0,1.1904364
2.3064382,-1.3410785,1,2.3064382
2.4966834,-.43798238,1,2.4966834
2.7456584,-.29536095,1,2.7456584
1.9085244,.94799083,0,.94799083
2.2232194,-1.0938503,1,2.2232194
.37281558,.60304379,0,.60304379
3.4117355,-1.6261629,1,3.4117355
3.2158797,-.089155376,1,3.2158797
2.7078266,-.63026804,1,2.7078266
1.501796,1.1440982,0,1.1440982
1.2128122,.2785202,0,.2785202
.44434479,-1.5547202,1,.44434479
1.314551,.82123792,0,.82123792
.71836466,.69735175,0,.69735175
.83012116,-.98555499,1,.83012116
2.8236425,1.4936951,0,1.4936951
2.6523931,1.9096742,0,1.9096742
.42609772,-.99575144,1,.42609772
1.3667359,1.3205842,0,1.3205842
1.2012099,-.59558946,1,1.2012099
2.3086135,1.0536312,0,1.0536312
1.2031558,1.3130089,0,1.3130089
.2678296,1.6857712,0,1.6857712
1.0538825,-.18664575,0,-.18664575
1.7192945,-.081874125,0,-.081874125
2.0374956,.12365825,0,.12365825
-.021780925,-.055212904,0,-.055212904
.62028897,-.47664377,0,-.47664377
2.770128,.72397417,0,.72397417
1.4296967,1.830744,0,1.830744
.93402779,.71688789,0,.71688789
1.0979607,-.83158666,1,1.0979607
.60013461,1.5719554,0,1.5719554
-.21268189,-1.2278564,1,-.21268189
2.9591587,.58703089,0,.58703089
.52124137,.36720395,0,.36720395
1.9266858,-.21587393,0,-.21587393
-.13536806,1.506005,0,1.506005
1.7217917,-.17191082,1,1.7217917
2.2188802,-.481861,1,2.2188802
1.2144485,.093575515,1,1.2144485
1.8992652,-1.0377729,1,1.8992652
1.4026624,-.12091371,1,1.4026624
2.6267798,.70191842,0,.70191842
.3552354,-.29845837,1,.3552354
1.76432,.58245933,0,.58245933
.26662341,-.56998789,1,.26662341
.76156688,-1.4898168,1,.76156688
2.4134068,1.4470623,0,1.4470623
1.9304121,-.23207317,1,1.9304121
2.650604,-.40405852,1,2.650604
