"id","time","x","d"
3125,9,7,1
3126,9,5,0
3127,9,2,0
3128,9,6,1
3129,9,5,0
3130,9,7,0
3131,9,2,0
3132,9,6,0
3133,9,0,0
3134,9,7,0
3135,9,7,0
3136,9,1,0
3137,9,0,0
3138,9,1,0
3139,9,7,0
3140,9,1,0
3141,9,0,0
3142,9,3,0
3143,9,7,0
3144,9,6,0
3145,9,7,0
3146,9,0,0
3147,9,3,0
3148,9,7,0
3149,9,2,0
3150,9,4,1
3151,9,7,0
3152,9,7,0
3153,9,1,0
3154,9,1,0
3155,9,0,0
3156,9,2,0
3157,9,2,0
3158,9,1,0
3159,9,5,0
3160,9,2,0
3161,9,7,0
3162,9,7,0
3163,9,1,0
3164,9,5,0
3165,9,0,0
3166,9,6,0
3167,9,2,0
3168,9,6,0
3169,9,7,0
3170,9,6,0
3171,9,0,0
3172,9,5,1
3173,9,2,0
3174,9,0,0
3175,9,0,0
3176,9,7,0
3177,9,6,1
3178,9,0,0
3179,9,0,1
3180,9,1,0
3181,9,7,0
3182,9,7,0
3183,9,5,0
3184,9,0,0
3185,9,7,0
3186,9,3,0
3187,9,5,0
3188,9,5,0
3189,9,7,0
3190,9,7,0
3191,9,1,0
3192,9,5,0
3193,9,7,0
3194,9,0,0
3195,9,1,0
3196,9,0,0
3197,9,5,0
3198,9,1,0
3199,9,5,0
3200,9,4,0
3201,9,0,0
3202,9,1,0
3203,9,3,0
3204,9,6,0
3205,9,1,0
3206,9,3,0
3207,9,2,0
3208,9,7,1
3209,9,6,0
3210,9,6,0
3211,9,1,0
3212,9,7,1
3213,9,0,0
3214,9,0,0
3215,9,4,0
3216,9,1,0
3217,9,7,0
3218,9,7,0
3219,9,7,0
3220,9,0,0
3221,9,0,0
3222,9,7,0
3223,9,4,0
3224,9,1,0
3225,9,7,0
3226,9,3,0
3227,9,3,0
3228,9,7,0
3229,9,0,0
3230,9,7,0
3231,9,1,0
3232,9,5,0
3233,9,4,0
3234,9,7,0
3235,9,1,0
3236,9,7,1
3237,9,7,0
3238,9,0,0
3239,9,7,0
3240,9,6,0
3241,9,0,0
3242,9,4,1
3243,9,7,0
3244,9,7,0
3245,9,0,0
3246,9,3,0
3247,9,2,0
3248,9,3,0
3249,9,5,0
3250,9,0,0
3251,9,0,0
3252,9,6,0
3253,9,3,0
3254,9,4,0
3255,9,2,0
3256,9,7,0
3257,9,0,0
3258,9,7,0
3259,9,5,0
3260,9,1,0
3261,9,6,0
3262,9,1,0
3263,9,1,0
3264,9,0,0
3265,9,6,0
3266,9,5,0
3267,9,7,0
3268,9,4,0
3269,9,0,0
3270,9,7,0
3271,9,3,0
3272,9,5,0
3273,9,5,0
3274,9,7,0
3275,9,7,0
3276,9,0,0
3277,9,7,1
3278,9,6,0
3279,9,1,0
3280,9,1,0
3281,9,7,0
3282,9,0,0
3283,9,4,0
3284,9,5,0
3285,9,4,0
3286,9,7,1
3287,9,5,0
3288,9,4,0
3289,9,6,0
3290,9,0,0
3291,9,2,0
3292,9,2,0
3293,9,0,1
3294,9,2,1
3295,9,1,0
3296,9,7,0
3297,9,7,0
3298,9,7,0
3299,9,5,0
3300,9,5,0
3301,9,6,0
3302,9,7,0
3303,9,2,0
3304,9,7,1
3305,9,1,0
3306,9,3,0
3307,9,1,0
3308,9,7,0
3309,9,7,0
3310,9,7,0
3311,9,0,0
3312,9,5,0
3313,9,3,0
3314,9,2,0
3315,9,5,0
3316,9,0,0
3317,9,6,1
3318,9,1,0
3319,9,7,1
3320,9,7,0
3321,9,5,0
3322,9,6,0
3323,9,2,0
3324,9,1,0
3325,9,2,0
3326,9,3,0
3327,9,1,0
3328,9,1,0
3329,9,7,1
3330,9,3,0
3331,9,4,0
3332,9,5,0
3333,9,1,0
3334,9,4,0
3335,9,0,0
3336,9,6,0
3337,9,2,0
3338,9,0,0
3339,9,7,0
3340,9,1,0
3341,9,1,0
3342,9,5,0
3343,9,6,0
3344,9,2,0
3345,9,7,0
3346,9,1,0
3347,9,6,0
3348,9,7,0
3349,9,7,0
3350,9,3,0
3351,9,7,0
3352,9,1,0
3353,9,3,1
3354,9,3,0
3355,9,5,0
3356,9,0,0
3357,9,5,0
3358,9,2,0
3359,9,0,0
3360,9,2,0
3361,9,0,0
3362,9,1,0
3363,9,7,0
3364,9,6,0
3365,9,1,0
3366,9,7,0
3367,9,7,0
3368,9,0,0
3369,9,7,1
3370,9,2,0
3371,9,0,0
3372,9,7,0
3373,9,1,1
3374,9,2,0
3375,9,4,0
3376,9,4,1
3377,9,1,0
3378,9,7,0
3379,9,7,0
3380,9,5,1
3381,9,1,0
3382,9,7,1
3383,9,2,0
3384,9,7,0
3385,9,7,0
3386,9,0,0
3387,9,6,0
3388,9,7,0
3389,9,5,0
3390,9,2,0
3391,9,0,0
3392,9,3,0
3393,9,7,0
3394,9,7,1
3395,9,2,0
3396,9,0,0
3397,9,1,0
3398,9,0,0
3399,9,6,0
3400,9,7,0
3401,9,5,0
3402,9,2,1
3403,9,2,0
3404,9,7,0
3405,9,7,0
3406,9,1,1
3407,9,5,0
3408,9,2,0
3409,9,2,1
3410,9,7,0
3411,9,7,0
3412,9,4,1
3413,9,0,0
3414,9,7,0
3415,9,3,0
3416,9,0,0
3417,9,7,0
3418,9,2,0
3419,9,7,0
3420,9,4,0
3421,9,3,0
3422,9,0,0
3423,9,7,1
3424,9,2,0
3425,9,7,0
3426,9,2,0
3427,9,5,0
3428,9,5,0
3429,9,7,1
3430,9,4,0
3431,9,1,0
3432,9,0,0
3433,9,3,0
3434,9,2,0
3435,9,7,0
3436,9,7,0
3437,9,3,1
3438,9,5,0
3439,9,2,0
3440,9,7,0
3441,9,7,0
3442,9,5,1
3443,9,1,0
3444,9,1,0
3445,9,5,0
3446,9,7,0
3447,9,2,0
3448,9,5,0
3449,9,7,0
3450,9,7,0
3451,9,2,0
3452,9,3,0
3453,9,2,0
3454,9,1,0
3455,9,3,0
3456,9,1,0
3457,9,2,0
3458,9,1,0
3459,9,2,0
3460,9,0,0
3461,9,1,1
3462,9,7,0
3463,9,7,1
3464,9,4,0
3465,9,7,0
3466,9,7,0
3467,9,3,0
3468,9,3,0
3469,9,1,0
3470,9,3,0
3471,9,0,0
3472,9,0,0
3473,9,0,0
3474,9,3,0
3475,9,0,0
3476,9,0,0
3477,9,7,1
3478,9,3,0
3479,9,0,0
3480,9,7,0
3481,9,5,1
3482,9,6,1
3483,9,7,0
3484,9,0,0
3485,9,3,0
3486,9,5,0
3487,9,6,0
3488,9,1,0
3489,9,7,0
3490,9,5,0
3491,9,4,1
3492,9,3,0
3493,9,7,0
3494,9,4,0
3495,9,7,0
3496,9,5,0
3497,9,2,0
3498,9,2,0
3499,9,2,0
3500,9,7,0
3501,9,1,1
3502,9,3,0
3503,9,7,0
3504,9,0,0
3505,9,4,0
3506,9,5,0
3507,9,2,1
3508,9,7,0
3509,9,7,1
3510,9,1,0
3511,9,1,0
3512,9,2,0
3513,9,7,0
3514,9,1,0
3515,9,4,0
3516,9,0,0
3517,9,7,0
3518,9,4,0
3519,9,0,0
3520,9,3,0
3521,9,7,1
3522,9,2,0
3523,9,4,0
3524,9,4,1
3525,9,2,0
3526,9,0,0
3527,9,1,0
3528,9,6,1
3529,9,0,0
3530,9,6,1
3531,9,3,0
3532,9,1,0
3533,9,7,0
3534,9,2,0
3535,9,1,0
3536,9,2,0
3537,9,7,0
3538,9,3,0
3539,9,5,0
3540,9,1,0
3541,9,0,0
3542,9,7,0
3543,9,7,0
3544,9,2,0
3545,9,7,1
3546,9,4,1
3547,9,1,0
3548,9,3,0
3549,9,6,0
3550,9,1,0
3551,9,7,0
3552,9,0,0
3553,9,5,1
3554,9,7,0
3555,9,2,0
3556,9,1,0
3557,9,6,0
3558,9,1,0
3559,9,5,1
3560,9,6,0
3561,9,7,0
3562,9,7,1
3563,9,1,0
3564,9,5,0
3565,9,1,0
3566,9,2,0
3567,9,1,0
3568,9,0,0
3569,9,0,0
3570,9,6,0
3571,9,7,0
3572,9,3,1
3573,9,1,1
3574,9,1,0
3575,9,7,0
3576,9,7,0
3577,9,1,0
3578,9,5,1
3579,9,3,0
3580,9,2,1
3581,9,1,0
3582,9,6,0
3583,9,0,0
3584,9,7,0
3585,9,0,0
3586,9,0,0
3587,9,7,0
3588,9,4,0
3589,9,7,0
3590,9,6,1
3591,9,7,0
3592,9,3,0
3593,9,4,0
3594,9,1,0
3595,9,6,0
3596,9,6,1
3597,9,3,0
3598,9,0,0
3599,9,3,0
3600,9,1,0
3601,9,0,0
3602,9,7,1
3603,9,7,0
3604,9,3,0
3605,9,3,0
3606,9,7,0
3607,9,1,0
3608,9,2,0
3609,9,4,0
3610,9,7,0
3611,9,7,0
3612,9,7,0
3613,9,4,1
3614,9,1,0
3615,9,0,0
3616,9,0,0
3617,9,4,0
3618,9,3,0
3619,9,7,0
3620,9,7,0
3621,9,6,1
3622,9,2,0
3623,9,0,0
3624,9,0,0
3625,9,7,0
3626,9,2,0
3627,9,1,0
3628,9,2,0
3629,9,4,0
3630,9,0,0
3631,9,7,0
3632,9,2,0
3633,9,2,0
3634,9,5,0
3635,9,7,0
3636,9,2,0
3637,9,7,0
3638,9,7,0
3639,9,2,0
3640,9,5,0
3641,9,6,0
3642,9,0,0
3643,9,1,0
3644,9,6,1
3645,9,7,0
3646,9,7,0
3647,9,3,0
3648,9,1,0
3649,9,1,0
3650,9,7,0
3651,9,0,0
3652,9,2,0
3653,9,0,0
3654,9,1,0
3655,9,7,1
3656,9,7,0
3657,9,4,1
3658,9,1,0
3659,9,0,0
3660,9,7,0
3661,9,7,0
3662,9,4,0
3663,9,1,0
3664,9,2,0
3665,9,2,0
3666,9,7,1
3667,9,6,1
3668,9,7,0
3669,9,5,0
3670,9,7,0
3671,9,4,0
3672,9,2,0
3673,9,7,0
3674,9,3,0
3675,9,7,0
3676,9,1,0
3677,9,7,0
3678,9,6,0
3679,9,4,0
3680,9,7,1
3681,9,0,0
3682,9,1,0
3683,9,1,0
3684,9,7,0
3685,9,7,0
3686,9,7,0
3687,9,7,0
3688,9,3,0
3689,9,5,0
3690,9,1,0
3691,9,4,0
3692,9,4,1
3693,9,0,0
3694,9,5,0
3695,9,1,0
3696,9,4,0
3697,9,1,0
3698,9,6,0
3699,9,7,1
3700,9,7,0
3701,9,1,1
3702,9,5,0
3703,9,1,0
3704,9,1,0
3705,9,6,0
3706,9,7,1
3707,9,7,1
3708,9,2,0
3709,9,4,1
3710,9,0,0
3711,9,0,1
3712,9,3,0
3713,9,0,0
3714,9,3,0
3715,9,7,0
3716,9,0,0
3717,9,3,1
3718,9,7,0
3719,9,2,0
3720,9,4,0
3721,9,7,0
3722,9,6,0
3723,9,0,0
3724,9,7,0
3725,9,1,0
3726,9,1,0
3727,9,7,0
3728,9,6,0
3729,9,7,0
3730,9,5,0
3731,9,1,0
3732,9,2,0
3733,9,3,0
3734,9,2,0
3735,9,2,0
3736,9,4,0
3737,9,3,0
3738,9,5,0
3739,9,2,0
3740,9,3,0
3741,9,7,0
3742,9,0,0
3743,9,3,0
3744,9,3,1
3745,9,7,0
3746,9,4,0
3747,9,2,0
3748,9,4,0
3749,9,7,0
3750,9,5,0
3751,9,7,0
3752,9,7,1
3753,9,2,0
3754,9,1,0
3755,9,7,0
3756,9,1,0
3757,9,4,0
3758,9,7,0
3759,9,1,0
3760,9,1,0
3761,9,0,0
3762,9,3,0
3763,9,7,1
3764,9,7,0
3765,9,3,0
3766,9,6,0
3767,9,7,0
3768,9,7,1
3769,9,1,0
3770,9,5,0
3771,9,0,0
3772,9,7,0
3773,9,7,0
3774,9,1,0
3775,9,2,0
3776,9,1,1
3777,9,7,0
3778,9,6,1
3779,9,2,0
3780,9,1,1
3781,9,0,0
3782,9,3,0
3783,9,4,0
3784,9,2,1
3785,9,6,0
3786,9,2,0
3787,9,6,0
3788,9,5,1
3789,9,2,0
3790,9,7,0
3791,9,7,0
3792,9,5,0
3793,9,7,0
3794,9,1,0
3795,9,2,1
3796,9,4,0
3797,9,0,0
3798,9,0,1
3799,9,0,0
3800,9,0,0
3801,9,2,0
3802,9,0,0
3803,9,1,1
3804,9,4,0
3805,9,7,0
3806,9,2,0
3807,9,7,0
3808,9,7,1
3809,9,7,0
3810,9,7,0
3811,9,7,0
3812,9,7,0
3813,9,1,0
3814,9,4,0
3815,9,1,0
3816,9,5,0
3817,9,3,0
3818,9,7,0
3819,9,7,0
3820,9,4,0
3821,9,5,1
3822,9,6,0
3823,9,4,0
3824,9,1,0
3825,9,7,0
3826,9,7,0
3827,9,2,0
3828,9,6,0
3829,9,2,0
3830,9,7,0
3831,9,0,0
3832,9,7,0
3833,9,7,0
3834,9,1,0
3835,9,7,0
3836,9,5,0
3837,9,1,0
3838,9,7,0
3839,9,2,0
3840,9,7,0
3841,9,7,0
3842,9,1,0
3843,9,0,0
3844,9,7,0
3845,9,2,0
3846,9,1,0
3847,9,2,0
3848,9,1,0
3849,9,0,0
3850,9,4,0
3851,9,2,0
3852,9,7,0
3853,9,3,0
3854,9,4,1
3855,9,1,0
3856,9,7,0
3857,9,7,0
3858,9,1,0
3859,9,4,0
3860,9,0,0
3861,9,5,0
3862,9,7,0
3863,9,7,0
3864,9,1,0
3865,9,3,0
3866,9,5,0
3867,9,3,0
3868,9,0,0
3869,9,1,0
3870,9,6,1
3871,9,7,1
3872,9,2,0
3873,9,3,0
3874,9,4,0
3875,9,0,0
3876,9,2,0
3877,9,3,0
3878,9,5,0
3879,9,7,0
3880,9,5,0
3881,9,7,0
3882,9,7,0
3883,9,4,0
3884,9,6,0
3885,9,2,0
3886,9,4,0
3887,9,7,0
3888,9,5,0
3889,9,0,0
3890,9,4,1
3891,9,0,0
3892,9,2,0
3893,9,7,0
3894,9,0,0
3895,9,1,0
3896,9,2,1
3897,9,1,0
3898,9,1,0
3899,9,7,0
3900,9,3,0
3901,9,2,1
3902,9,0,0
3903,9,4,0
3904,9,5,0
3905,9,5,0
3906,9,3,0
3907,9,7,0
3908,9,7,0
3909,9,4,0
3910,9,7,0
3911,9,6,0
3912,9,0,0
3913,9,4,0
3914,9,5,0
3915,9,2,0
3916,9,7,0
3917,9,1,0
3918,9,7,0
3919,9,1,0
3920,9,7,0
3921,9,3,0
3922,9,2,0
3923,9,1,0
3924,9,3,0
3925,9,2,0
3926,9,0,0
3927,9,7,0
3928,9,2,0
3929,9,5,1
3930,9,0,0
3931,9,4,1
3932,9,5,1
3933,9,1,0
3934,9,3,0
3935,9,4,0
3936,9,5,0
3937,9,7,0
3938,9,1,0
3939,9,7,0
3940,9,4,1
3941,9,0,0
3942,9,5,0
3943,9,6,0
3944,9,6,0
3945,9,7,0
3946,9,1,0
3947,9,6,0
3948,9,0,0
3949,9,4,0
3950,9,3,0
3951,9,2,0
3952,9,7,0
3953,9,1,1
3954,9,0,0
3955,9,7,0
3956,9,1,0
3957,9,3,1
3958,9,7,0
3959,9,7,0
3960,9,1,0
3961,9,7,0
3962,9,7,0
3963,9,4,0
3964,9,7,0
3965,9,7,1
3966,9,2,0
3967,9,2,0
3968,9,7,0
3969,9,2,0
3970,9,4,0
3971,9,7,0
3972,9,4,0
3973,9,7,0
3974,9,2,0
3975,9,2,0
3976,9,0,0
3977,9,4,0
3978,9,1,0
3979,9,1,1
3980,9,3,0
3981,9,7,0
3982,9,0,0
3983,9,7,1
3984,9,1,1
3985,9,3,0
3986,9,5,1
3987,9,7,0
3988,9,1,0
3989,9,5,1
3990,9,0,0
3991,9,1,0
3992,9,0,0
3993,9,7,0
3994,9,7,0
3995,9,7,0
3996,9,1,1
3997,9,7,0
3998,9,1,1
3999,9,0,0
4000,9,0,0
4001,9,0,0
4002,9,7,1
4003,9,1,0
4004,9,7,0
4005,9,7,0
4006,9,5,0
4007,9,7,1
4008,9,7,0
4009,9,2,0
4010,9,4,0
4011,9,7,0
4012,9,4,0
4013,9,3,1
4014,9,2,0
4015,9,1,0
4016,9,1,0
4017,9,0,0
4018,9,3,0
4019,9,2,0
4020,9,7,0
4021,9,5,0
4022,9,5,1
4023,9,4,0
4024,9,7,1
4025,9,0,0
4026,9,3,1
4027,9,3,1
4028,9,7,0
4029,9,4,0
4030,9,7,0
4031,9,5,0
4032,9,6,1
4033,9,0,0
4034,9,7,0
4035,9,7,0
4036,9,2,0
4037,9,3,0
4038,9,4,0
4039,9,3,0
4040,9,2,0
4041,9,0,0
4042,9,1,0
4043,9,3,0
4044,9,3,0
4045,9,3,1
4046,9,0,0
4047,9,7,0
4048,9,7,1
4049,9,7,0
4050,9,5,0
4051,9,2,0
4052,9,7,0
4053,9,5,0
4054,9,7,0
4055,9,6,0
4056,9,4,1
4057,9,7,0
4058,9,4,0
4059,9,0,0
4060,9,7,0
4061,9,3,0
4062,9,2,0
4063,9,2,0
4064,9,5,1
4065,9,2,0
4066,9,5,0
4067,9,5,0
4068,9,7,0
4069,9,1,0
4070,9,0,0
4071,9,7,0
4072,9,3,1
4073,9,2,0
4074,9,1,0
4075,9,7,0
4076,9,1,0
4077,9,4,0
4078,9,1,1
4079,9,7,0
4080,9,6,1
4081,9,7,0
4082,9,7,0
4083,9,7,0
4084,9,7,0
4085,9,7,0
4086,9,7,0
4087,9,3,0
4088,9,1,0
4089,9,0,0
4090,9,5,0
4091,9,5,0
4092,9,2,1
4093,9,7,1
4094,9,6,1
4095,9,0,0
4096,9,1,0
4097,9,7,1
4098,9,5,0
4099,9,7,0
4100,9,7,0
4101,9,0,0
4102,9,7,0
4103,9,0,0
4104,9,0,0
4105,9,0,0
4106,9,2,0
4107,9,0,0
4108,9,7,0
4109,9,7,0
4110,9,3,1
4111,9,7,0
4112,9,7,0
4113,9,3,1
4114,9,2,1
4115,9,1,1
4116,9,1,0
4117,9,2,0
4118,9,7,0
4119,9,0,0
4120,9,1,0
4121,9,4,1
4122,9,7,0
4123,9,7,0
4124,9,6,0
4125,9,0,0
4126,9,4,0
4127,9,2,0
4128,9,2,0
4129,9,2,0
4130,9,7,0
4131,9,5,0
4132,9,7,0
4133,9,7,0
4134,9,1,0
4135,9,5,0
4136,9,0,0
4137,9,1,0
4138,9,7,0
4139,9,7,0
4140,9,1,0
4141,9,2,0
4142,9,1,0
4143,9,4,0
4144,9,1,0
4145,9,7,1
4146,9,7,0
4147,9,7,0
4148,9,0,0
4149,9,1,0
4150,9,7,0
4151,9,7,0
4152,9,2,1
4153,9,7,1
4154,9,7,0
4155,9,0,0
4156,9,0,0
4157,9,1,0
4158,9,6,0
4159,9,7,0
4160,9,4,0
4161,9,6,1
4162,9,1,0
4163,9,7,0
4164,9,3,0
4165,9,2,0
4166,9,3,0
4167,9,4,0
4168,9,5,0
4169,9,3,0
4170,9,7,0
4171,9,1,0
4172,9,3,0
4173,9,2,0
4174,9,7,0
4175,9,0,0
4176,9,7,0
4177,9,7,0
4178,9,4,0
4179,9,0,0
4180,9,1,0
4181,9,5,0
4182,9,7,0
4183,9,5,1
4184,9,7,0
4185,9,7,0
4186,9,5,0
4187,9,7,0
4188,9,2,0
4189,9,7,1
4190,9,1,0
4191,9,5,0
4192,9,7,0
4193,9,1,0
4194,9,1,0
4195,9,3,0
4196,9,7,0
4197,9,3,0
4198,9,1,0
4199,9,3,0
4200,9,6,0
4201,9,3,0
4202,9,6,1
4203,9,5,0
4204,9,0,0
4205,9,7,0
4206,9,1,1
4207,9,7,0
4208,9,6,0
4209,9,4,0
4210,9,3,0
4211,9,7,1
4212,9,7,1
4213,9,3,0
4214,9,2,0
4215,9,7,0
4216,9,3,0
4217,9,3,0
4218,9,0,0
4219,9,7,0
4220,9,4,0
4221,9,7,0
4222,9,1,0
4223,9,7,0
4224,9,7,0
4225,9,4,0
4226,9,4,0
4227,9,7,0
4228,9,4,1
4229,9,1,1
4230,9,2,0
4231,9,0,0
4232,9,7,0
4233,9,7,0
4234,9,2,0
4235,9,2,1
4236,9,2,0
4237,9,2,0
4238,9,7,0
4239,9,2,0
4240,9,2,0
4241,9,6,0
4242,9,0,0
4243,9,7,0
4244,9,2,0
4245,9,7,0
4246,9,6,0
4247,9,7,0
4248,9,0,0
4249,9,0,0
4250,9,7,0
4251,9,2,0
4252,9,2,0
4253,9,0,0
4254,9,7,0
4255,9,4,0
4256,9,5,0
4257,9,3,0
4258,9,0,0
4259,9,7,0
4260,9,2,0
4261,9,4,0
4262,9,1,0
4263,9,1,0
4264,9,7,1
4265,9,5,0
4266,9,1,1
4267,9,0,0
4268,9,6,0
4269,9,7,0
4270,9,1,0
4271,9,1,0
4272,9,6,0
4273,9,0,0
4274,9,7,0
4275,9,7,0
4276,9,0,0
4277,9,0,0
4278,9,3,0
4279,9,1,0
4280,9,7,0
4281,9,7,0
4282,9,1,0
4283,9,7,0
4284,9,3,0
4285,9,4,0
4286,9,7,0
4287,9,7,0
4288,9,2,0
4289,9,7,0
4290,9,3,0
4291,9,7,0
4292,9,2,0
4293,9,0,0
4294,9,7,0
4295,9,1,0
4296,9,7,0
4297,9,0,0
4298,9,4,0
4299,9,5,0
4300,9,0,0
4301,9,1,1
4302,9,4,0
4303,9,6,0
4304,9,0,1
4305,9,5,0
4306,9,5,0
4307,9,7,0
4308,9,7,0
4309,9,2,0
4310,9,1,0
4311,9,1,0
4312,9,5,0
4313,9,0,0
4314,9,2,0
4315,9,5,0
4316,9,0,1
4317,9,0,0
4318,9,7,0
4319,9,0,0
4320,9,2,0
4321,9,7,0
4322,9,2,0
4323,9,7,0
4324,9,0,0
4325,9,1,0
4326,9,3,0
4327,9,5,0
4328,9,7,0
4329,9,7,0
4330,9,2,0
4331,9,1,0
4332,9,7,0
4333,9,7,0
4334,9,2,0
4335,9,7,1
4336,9,1,0
4337,9,2,1
4338,9,1,0
4339,9,3,0
4340,9,5,0
4341,9,3,0
4342,9,2,0
4343,9,7,0
4344,9,4,1
4345,9,3,0
4346,9,7,0
4347,9,7,1
4348,9,7,0
4349,9,3,0
4350,9,7,0
4351,9,5,0
4352,9,3,0
4353,9,0,0
4354,9,7,0
4355,9,1,0
4356,9,7,1
4357,9,0,0
4358,9,2,0
4359,9,1,0
4360,9,1,0
4361,9,0,0
4362,9,3,0
4363,9,7,1
4364,9,0,0
4365,9,0,0
4366,9,7,0
4367,9,0,0
4368,9,0,0
4369,9,1,0
4370,9,1,1
4371,9,6,0
4372,9,0,0
4373,9,6,0
4374,9,2,0
4375,9,0,0
4376,9,4,0
4377,9,5,0
4378,9,2,0
4379,9,3,1
4380,9,7,0
4381,9,7,0
4382,9,1,0
4383,9,7,0
4384,9,1,0
4385,9,0,0
4386,9,1,0
4387,9,7,0
4388,9,7,0
4389,9,5,0
4390,9,5,1
4391,9,7,0
4392,9,7,0
4393,9,6,0
4394,9,0,0
4395,9,3,0
4396,9,7,0
4397,9,7,0
4398,9,0,0
4399,9,4,0
4400,9,0,0
4401,9,4,0
4402,9,6,0
4403,9,5,0
4404,9,7,0
4405,9,7,0
4406,9,0,0
4407,9,7,0
4408,9,5,1
4409,9,1,0
4410,9,0,0
4411,9,2,0
4412,9,7,0
4413,9,1,0
4414,9,7,1
4415,9,0,0
4416,9,7,0
4417,9,1,0
4418,9,3,0
4419,9,1,0
4420,9,4,0
4421,9,7,0
4422,9,0,0
4423,9,7,0
4424,9,0,0
4425,9,3,1
4426,9,7,0
4427,9,5,0
4428,9,7,0
4429,9,7,0
4430,9,5,0
4431,9,1,0
4432,9,2,0
4433,9,7,0
4434,9,2,0
4435,9,4,1
4436,9,4,1
4437,9,7,0
4438,9,2,0
4439,9,7,0
4440,9,1,1
4441,9,5,0
4442,9,0,1
4443,9,3,0
4444,9,7,0
4445,9,2,0
4446,9,1,0
4447,9,1,0
4448,9,0,0
4449,9,4,0
4450,9,2,0
4451,9,7,0
4452,9,5,0
4453,9,0,0
4454,9,0,0
4455,9,7,0
4456,9,0,0
4457,9,0,0
4458,9,5,1
4459,9,7,0
4460,9,1,0
4461,9,6,0
4462,9,7,0
4463,9,1,0
4464,9,2,0
4465,9,3,0
4466,9,0,0
4467,9,6,0
4468,9,0,0
4469,9,0,0
4470,9,7,1
4471,9,4,0
4472,9,3,0
4473,9,3,0
4474,9,5,1
4475,9,2,0
4476,9,2,0
4477,9,4,1
4478,9,4,0
4479,9,1,1
4480,9,2,0
4481,9,2,0
4482,9,7,0
4483,9,3,0
4484,9,1,0
4485,9,2,1
4486,9,5,0
4487,9,1,0
4488,9,2,0
4489,9,7,0
4490,9,2,0
4491,9,7,0
4492,9,2,0
4493,9,7,0
4494,9,3,0
4495,9,2,0
4496,9,3,0
4497,9,7,0
4498,9,7,0
4499,9,1,0
4500,9,1,0
4501,9,4,0
4502,9,1,0
4503,9,7,1
4504,9,1,0
4505,9,7,0
4506,9,7,0
4507,9,7,0
4508,9,5,0
4509,9,4,1
4510,9,7,0
4511,9,0,0
4512,9,2,1
4513,9,5,0
4514,9,0,0
4515,9,2,1
4516,9,1,0
4517,9,7,0
4518,9,5,0
4519,9,0,0
4520,9,0,0
4521,9,7,0
4522,9,0,0
4523,9,4,0
4524,9,7,0
4525,9,7,0
4526,9,7,0
4527,9,7,0
4528,9,5,0
4529,9,7,1
4530,9,0,0
4531,9,5,0
4532,9,5,1
4533,9,0,0
4534,9,7,1
4535,9,6,0
4536,9,5,0
4537,9,2,0
4538,9,7,0
4539,9,4,0
4540,9,1,0
4541,9,7,0
4542,9,3,0
4543,9,7,0
4544,9,7,0
4545,9,7,1
4546,9,1,0
4547,9,3,0
4548,9,7,0
4549,9,0,0
4550,9,1,0
4551,9,2,0
4552,9,1,0
4553,9,1,0
4554,9,3,0
4555,9,5,0
4556,9,0,0
4557,9,7,0
4558,9,5,0
4559,9,3,1
4560,9,1,0
4561,9,2,0
4562,9,0,0
4563,9,7,0
4564,9,0,0
4565,9,7,0
4566,9,3,0
4567,9,7,0
4568,9,0,0
4569,9,2,0
4570,9,7,0
4571,9,1,0
4572,9,1,0
4573,9,7,0
4574,9,6,1
4575,9,4,0
4576,9,1,0
4577,9,7,0
4578,9,2,0
4579,9,7,0
4580,9,0,0
4581,9,5,0
4582,9,0,0
4583,9,5,0
4584,9,3,0
4585,9,7,0
4586,9,6,0
4587,9,2,0
4588,9,1,0
4589,9,0,0
4590,9,5,0
4591,9,0,0
4592,9,7,0
4593,9,7,0
4594,9,0,0
4595,9,0,0
4596,9,4,0
4597,9,7,0
4598,9,7,0
4599,9,2,0
4600,9,3,0
4601,9,0,0
4602,9,5,1
4603,9,7,0
4604,9,7,0
4605,9,5,0
4606,9,2,0
4607,9,1,0
4608,9,2,1
4609,9,5,1
4610,9,7,0
4611,9,0,0
4612,9,7,0
4613,9,1,0
4614,9,7,0
4615,9,7,0
4616,9,7,0
4617,9,2,0
4618,9,1,0
4619,9,1,0
4620,9,7,0
4621,9,2,0
4622,9,6,1
4623,9,7,0
4624,9,5,0
4625,9,2,0
4626,9,0,0
4627,9,3,0
4628,9,7,0
4629,9,1,0
4630,9,5,1
4631,9,0,0
4632,9,4,0
4633,9,2,0
4634,9,6,0
4635,9,7,0
4636,9,1,0
4637,9,4,0
4638,9,1,0
4639,9,0,0
4640,9,1,0
4641,9,0,0
4642,9,1,1
4643,9,7,0
4644,9,5,0
4645,9,7,0
4646,9,1,0
4647,9,6,0
4648,9,3,0
4649,9,6,0
4650,9,1,0
4651,9,7,0
4652,9,6,0
4653,9,0,0
4654,9,7,0
4655,9,7,0
4656,9,4,0
4657,9,6,0
4658,9,1,0
4659,9,2,0
4660,9,1,0
4661,9,0,0
4662,9,0,0
4663,9,7,1
4664,9,3,1
4665,9,1,1
4666,9,7,0
4667,9,6,0
4668,9,7,0
4669,9,3,0
4670,9,7,0
4671,9,1,0
4672,9,1,0
4673,9,2,0
4674,9,4,0
4675,9,2,0
4676,9,1,0
4677,9,1,0
4678,9,0,0
